order_id,order_ts,city,store_id,customer_id,category,items_count,gross_order_value,discount_amount,fulfilled_order_value,eta_mins,actual_delivery_mins,sla_breached,stockout_flag,cancelled_flag,payment_mode,variable_cost,contribution_margin
ORD002555,2024-02-02 08:31:20,Mumbai,DS_05,CUST2280,Dairy & Breakfast,5,156.48,18.42,138.06,12,16,0,0,0,UPI,109.41,28.65
ORD002556,2024-02-08 20:38:40,Hyderabad,DS_02,CUST2196,Snacks & Munchies,9,265.91,33.46,0,31,43,1,1,1,Card,8.8,-8.8
ORD002557,2024-02-04 18:35:08,Bengaluru,DS_01,CUST1274,Household,7,1065.08,130.79,934.29,12,11,0,0,0,COD,74.63,859.66
ORD002558,2024-01-22 00:15:21,Hyderabad,DS_05,CUST3740,Dairy & Breakfast,7,341.96,2.42,339.54,21,17,0,0,0,UPI,89.86,249.68
ORD002559,2024-02-26 06:26:42,Delhi NCR,DS_01,CUST2125,Fruits & Vegetables,6,482.94,22.67,460.27,8,14,0,0,0,Wallet,91.81,368.46
ORD002560,2024-01-29 14:17:53,Mumbai,DS_03,CUST1244,Snacks & Munchies,6,209.54,29.01,180.53,19,26,1,0,0,COD,85.69,94.84
ORD002561,2024-02-18 19:14:05,Delhi NCR,DS_01,CUST1429,Dairy & Breakfast,7,458.68,107.82,350.86,27,33,1,0,0,UPI,109.01,241.85
ORD002562,2024-03-05 16:59:36,Hyderabad,DS_01,CUST2338,Beverages,4,369.58,105.35,264.23,16,14,0,0,0,Card,76.14,188.09
ORD002563,2024-03-25 11:38:46,Bengaluru,DS_02,CUST4012,Household,6,409.52,63.1,346.42,16,21,1,0,0,UPI,96.46,249.96
ORD002564,2024-02-03 09:39:14,Delhi NCR,DS_01,CUST3466,Personal Care,4,296.58,16.5,280.08,10,7,0,0,0,UPI,95.1,184.98
ORD002565,2024-01-29 10:15:14,Bengaluru,DS_10,CUST1111,Household,5,138.12,11.32,126.8,29,40,1,0,0,Wallet,88.15,38.65
ORD002566,2024-02-10 19:56:31,Delhi NCR,DS_04,CUST1516,Fruits & Vegetables,8,807.15,88.88,718.27,16,22,1,0,0,COD,100.03,618.24
ORD002567,2024-02-10 04:48:49,Hyderabad,DS_09,CUST3239,Beverages,7,246.81,2.28,244.54,14,17,0,0,0,Card,102.84,141.69
ORD002568,2024-03-07 20:10:12,Delhi NCR,DS_03,CUST3938,Dairy & Breakfast,7,965.77,78.98,886.79,25,28,1,0,0,COD,116.08,770.71
ORD002569,2024-03-27 15:07:01,Bengaluru,DS_11,CUST4178,Snacks & Munchies,7,824.8,102.1,722.71,10,22,1,0,0,Card,86.09,636.61
ORD002570,2024-03-20 01:30:38,Bengaluru,DS_12,CUST1774,Beverages,4,834.32,35.44,798.88,16,19,0,0,0,UPI,66.46,732.42
ORD002571,2024-01-02 08:38:44,Delhi NCR,DS_09,CUST1184,Fruits & Vegetables,8,98.13,8.56,89.57,12,7,0,0,0,UPI,74.97,14.6
ORD002572,2024-02-13 21:41:27,Mumbai,DS_04,CUST2049,Household,7,451.33,75.48,375.85,16,15,0,0,0,COD,90.54,285.31
ORD002573,2024-02-03 21:24:13,Bengaluru,DS_05,CUST3108,Personal Care,8,693.29,77.76,615.53,25,22,1,0,0,UPI,89.05,526.49
ORD002574,2024-03-04 19:18:58,Delhi NCR,DS_07,CUST1598,Dairy & Breakfast,7,178.85,20.22,158.64,21,36,1,1,0,UPI,108.49,50.15
ORD002575,2024-01-08 14:29:33,Bengaluru,DS_10,CUST2047,Fruits & Vegetables,9,300.48,61.78,0,26,31,1,0,1,COD,11.57,-11.57
ORD002576,2024-01-11 15:21:44,Mumbai,DS_02,CUST1539,Fruits & Vegetables,6,180.16,11.46,168.7,34,36,1,0,0,COD,97.56,71.14
ORD002577,2024-02-10 02:11:53,Delhi NCR,DS_07,CUST3664,Snacks & Munchies,6,490.67,50.3,0,25,30,1,0,1,UPI,16.75,-16.75
ORD002578,2024-01-22 11:53:37,Delhi NCR,DS_01,CUST2285,Household,7,521.07,60.52,460.54,20,24,1,0,0,Card,106.41,354.14
ORD002579,2024-03-24 11:04:38,Mumbai,DS_07,CUST1624,Dairy & Breakfast,4,757.54,164.2,593.34,18,10,0,0,0,UPI,72.36,520.98
ORD002580,2024-01-18 09:23:51,Mumbai,DS_12,CUST4429,Beverages,3,157.93,19.59,138.34,18,21,1,0,0,UPI,91.08,47.26
ORD002581,2024-02-02 23:15:35,Bengaluru,DS_05,CUST1579,Dairy & Breakfast,1,346.59,13.98,332.61,13,18,0,0,0,Card,102.86,229.74
ORD002582,2024-03-30 22:09:49,Bengaluru,DS_01,CUST2279,Beverages,3,626.4,63.16,563.24,24,27,1,0,0,COD,99.45,463.79
ORD002583,2024-02-20 01:39:15,Bengaluru,DS_02,CUST1863,Fruits & Vegetables,4,801.44,97.62,0,21,25,1,0,1,UPI,12.24,-12.24
ORD002584,2024-03-21 20:39:11,Bengaluru,DS_08,CUST2942,Fruits & Vegetables,4,325.95,39.41,286.54,27,30,1,0,0,Card,101.53,185.01
ORD002585,2024-02-11 11:57:53,Bengaluru,DS_02,CUST1867,Dairy & Breakfast,3,124.2,17.09,107.11,11,6,0,0,0,COD,87.18,19.93
ORD002586,2024-03-08 02:07:59,Hyderabad,DS_10,CUST2157,Snacks & Munchies,4,420.94,30.64,390.3,14,14,0,0,0,UPI,91.34,298.96
ORD002587,2024-03-16 19:41:44,Delhi NCR,DS_04,CUST3658,Beverages,6,361.19,45.6,0,22,17,0,0,1,UPI,4.39,-4.39
ORD002588,2024-03-15 04:09:03,Mumbai,DS_08,CUST1162,Snacks & Munchies,6,524.57,78.17,446.4,22,22,1,0,0,UPI,87.34,359.06
ORD002589,2024-02-21 04:07:17,Bengaluru,DS_06,CUST3112,Snacks & Munchies,2,927.72,190.19,737.52,18,7,0,0,0,UPI,88.49,649.03
ORD002590,2024-01-30 06:22:13,Delhi NCR,DS_08,CUST2418,Personal Care,7,196.38,43.86,152.52,10,11,0,0,0,Card,79.7,72.82
ORD002591,2024-01-03 05:44:15,Delhi NCR,DS_09,CUST3467,Dairy & Breakfast,6,361.77,37.75,324.02,16,22,1,0,0,UPI,102.62,221.4
ORD002592,2024-03-31 23:48:20,Mumbai,DS_12,CUST3006,Beverages,6,271.73,48.17,223.57,16,25,1,0,0,Card,91.2,132.36
ORD002593,2024-01-29 17:22:28,Delhi NCR,DS_11,CUST3115,Personal Care,5,976.5,63.67,912.83,14,13,0,0,0,Wallet,105.48,807.35
ORD002594,2024-01-11 03:37:46,Mumbai,DS_12,CUST1249,Snacks & Munchies,6,333.26,31.97,301.29,14,23,1,0,0,UPI,79.13,222.16
ORD002595,2024-01-06 08:47:16,Hyderabad,DS_10,CUST1718,Fruits & Vegetables,5,1005.03,9.58,995.45,31,39,1,0,0,UPI,116.68,878.77
ORD002596,2024-03-01 19:31:02,Mumbai,DS_03,CUST3662,Snacks & Munchies,5,526.86,40.46,486.4,17,26,1,0,0,Wallet,89.16,397.24
ORD002597,2024-03-14 17:17:45,Bengaluru,DS_06,CUST1640,Beverages,8,423.58,49.27,374.31,15,20,0,1,0,Wallet,91.18,283.13
ORD002598,2024-03-26 01:31:25,Mumbai,DS_12,CUST4438,Household,3,686.1,78.68,607.41,14,17,0,0,0,UPI,66.46,540.95
ORD002599,2024-01-18 09:58:17,Mumbai,DS_05,CUST3742,Dairy & Breakfast,5,131.1,9.31,121.79,19,9,0,0,0,UPI,96.82,24.97
ORD002600,2024-01-25 06:38:49,Mumbai,DS_04,CUST1763,Fruits & Vegetables,8,553.7,99.58,454.12,19,12,0,1,0,UPI,75.32,378.8
ORD002601,2024-03-08 15:01:28,Bengaluru,DS_01,CUST2174,Fruits & Vegetables,10,191.8,16.92,0,15,24,1,0,1,COD,10.76,-10.76
ORD002602,2024-01-05 09:26:26,Delhi NCR,DS_01,CUST1336,Snacks & Munchies,7,224.23,26.16,198.06,27,25,1,0,0,UPI,104.46,93.6
ORD002603,2024-03-27 02:11:18,Mumbai,DS_04,CUST3169,Dairy & Breakfast,7,692.67,49.3,0,8,9,0,1,1,Wallet,14.7,-14.7
ORD002604,2024-01-16 23:04:37,Bengaluru,DS_02,CUST3920,Fruits & Vegetables,5,210.42,33.85,176.57,18,14,0,0,0,UPI,96.71,79.86
ORD002605,2024-03-11 06:57:14,Delhi NCR,DS_01,CUST2277,Snacks & Munchies,6,781.96,74.15,0,22,19,0,1,1,UPI,13.62,-13.62
ORD002606,2024-01-05 21:34:20,Delhi NCR,DS_07,CUST2877,Household,6,211.1,6.19,0,24,22,1,0,1,UPI,10.24,-10.24
ORD002607,2024-01-02 00:43:26,Delhi NCR,DS_01,CUST2204,Snacks & Munchies,6,253.45,34.71,218.74,15,23,1,0,0,Wallet,77.05,141.69
ORD002608,2024-02-04 16:31:12,Mumbai,DS_12,CUST1701,Beverages,5,567.49,98.86,468.63,21,16,0,0,0,UPI,104.39,364.24
ORD002609,2024-02-26 11:30:20,Delhi NCR,DS_08,CUST2598,Fruits & Vegetables,5,149.68,32.27,117.41,20,23,1,0,0,UPI,101.1,16.32
ORD002610,2024-03-06 23:40:01,Hyderabad,DS_05,CUST1195,Snacks & Munchies,5,462.49,116.84,345.64,9,9,0,0,0,COD,80.52,265.12
ORD002611,2024-03-18 22:17:35,Mumbai,DS_01,CUST2971,Snacks & Munchies,5,245.4,13.13,232.26,21,20,0,0,0,UPI,82.62,149.65
ORD002612,2024-01-24 03:56:07,Bengaluru,DS_03,CUST3794,Fruits & Vegetables,4,940.35,171.52,0,17,18,0,0,1,COD,8.98,-8.98
ORD002613,2024-01-29 00:40:56,Mumbai,DS_03,CUST3501,Dairy & Breakfast,6,433.14,35.49,397.65,26,32,1,0,0,COD,110.78,286.87
ORD002614,2024-01-24 22:29:51,Mumbai,DS_02,CUST3722,Snacks & Munchies,8,205.22,21.34,183.88,14,32,1,0,0,Card,127.54,56.34
ORD002615,2024-02-19 03:27:18,Bengaluru,DS_08,CUST1952,Personal Care,5,507.46,103.4,404.06,16,11,0,0,0,Card,83.3,320.76
ORD002616,2024-03-10 00:27:28,Hyderabad,DS_08,CUST2038,Dairy & Breakfast,6,716.24,101.74,0,16,16,0,1,1,UPI,11.33,-11.33
ORD002617,2024-03-05 13:47:57,Bengaluru,DS_10,CUST2741,Snacks & Munchies,4,389.91,87.48,302.43,16,14,0,0,0,COD,84.12,218.31
ORD002618,2024-03-12 09:42:53,Bengaluru,DS_10,CUST1486,Snacks & Munchies,4,337.61,31.3,306.31,19,20,0,0,0,UPI,110.64,195.67
ORD002619,2024-01-26 13:02:31,Delhi NCR,DS_07,CUST3657,Personal Care,4,367.65,31.04,336.61,19,17,0,0,0,UPI,92.75,243.86
ORD002620,2024-03-01 01:35:17,Bengaluru,DS_11,CUST2031,Household,6,427.65,66.88,360.77,15,25,1,0,0,UPI,102.58,258.19
ORD002621,2024-01-11 01:22:31,Delhi NCR,DS_10,CUST4446,Snacks & Munchies,6,247.6,18.1,229.5,18,22,1,0,0,Wallet,106.29,123.21
ORD002622,2024-01-09 23:52:36,Bengaluru,DS_09,CUST4012,Fruits & Vegetables,5,659.66,70.52,589.14,15,17,0,0,0,UPI,108.29,480.84
ORD002623,2024-01-10 19:37:49,Delhi NCR,DS_02,CUST3479,Beverages,5,85.25,9.83,75.41,17,16,0,0,0,Card,92.53,-17.12
ORD002624,2024-01-07 06:18:47,Mumbai,DS_03,CUST3823,Beverages,7,355.37,52.89,302.49,20,21,1,0,0,UPI,94.17,208.32
ORD002625,2024-03-30 14:51:05,Delhi NCR,DS_07,CUST3346,Household,8,512.38,20.83,491.54,9,12,0,0,0,Wallet,76.36,415.18
ORD002626,2024-03-14 10:50:14,Hyderabad,DS_07,CUST1454,Personal Care,8,536.89,58.44,478.45,29,28,1,0,0,UPI,106.05,372.39
ORD002627,2024-03-08 05:15:00,Bengaluru,DS_08,CUST1320,Fruits & Vegetables,7,314.1,19.57,294.53,25,26,1,0,0,Card,89.18,205.35
ORD002628,2024-02-16 23:31:43,Delhi NCR,DS_03,CUST3433,Snacks & Munchies,7,36.6,3.3,33.3,19,22,1,0,0,Wallet,73.21,-39.92
ORD002629,2024-03-23 22:04:31,Bengaluru,DS_12,CUST3286,Dairy & Breakfast,4,123.68,5.59,118.09,26,28,1,0,0,UPI,104.82,13.27
ORD002630,2024-01-26 02:19:07,Bengaluru,DS_04,CUST3217,Personal Care,8,66.08,12.86,53.22,12,24,1,0,0,Wallet,90.12,-36.9
ORD002631,2024-01-27 09:27:51,Bengaluru,DS_11,CUST4081,Fruits & Vegetables,4,119.26,0.8,118.46,19,19,0,0,0,UPI,91.57,26.89
ORD002632,2024-01-20 02:09:38,Hyderabad,DS_05,CUST1830,Household,6,400.69,69.17,331.52,12,13,0,0,0,Card,96.91,234.61
ORD002633,2024-03-07 07:48:08,Bengaluru,DS_06,CUST3918,Beverages,7,663.83,121.99,541.84,21,18,0,0,0,Wallet,82.9,458.94
ORD002634,2024-01-22 23:58:29,Mumbai,DS_04,CUST3480,Dairy & Breakfast,4,465.24,64.12,401.11,24,31,1,0,0,UPI,87.97,313.15
ORD002635,2024-01-05 15:02:55,Delhi NCR,DS_09,CUST2366,Dairy & Breakfast,8,413.42,27.66,385.76,13,9,0,0,0,Card,64.39,321.37
ORD002636,2024-01-12 18:53:04,Hyderabad,DS_10,CUST2644,Snacks & Munchies,7,430.77,20.65,410.12,25,33,1,0,0,UPI,99.01,311.12
ORD002637,2024-01-31 05:20:20,Bengaluru,DS_08,CUST4233,Household,9,661.86,34.63,627.23,8,11,0,0,0,COD,89.62,537.62
ORD002638,2024-02-25 08:59:06,Delhi NCR,DS_04,CUST2148,Household,8,941.39,150.73,790.66,12,19,0,0,0,UPI,109.84,680.82
ORD002639,2024-02-05 04:48:26,Bengaluru,DS_12,CUST2457,Fruits & Vegetables,6,750.44,86.24,0,21,24,1,1,1,COD,11.18,-11.18
ORD002640,2024-01-10 02:15:41,Delhi NCR,DS_01,CUST2034,Beverages,6,323.4,21.66,301.74,15,8,0,0,0,Wallet,81.54,220.2
ORD002641,2024-02-03 11:44:59,Bengaluru,DS_12,CUST2697,Dairy & Breakfast,4,458.64,113.27,345.37,20,26,1,0,0,Card,113.27,232.1
ORD002642,2024-01-05 01:58:02,Delhi NCR,DS_01,CUST1824,Dairy & Breakfast,4,254.6,32.12,0,24,27,1,0,1,COD,8.4,-8.4
ORD002643,2024-01-24 14:25:54,Hyderabad,DS_12,CUST4417,Household,3,1621.05,129.22,1491.83,10,13,0,0,0,UPI,85.79,1406.04
ORD002644,2024-02-23 02:42:52,Mumbai,DS_11,CUST3727,Snacks & Munchies,8,738.86,79.35,659.51,21,26,1,1,0,Card,102.52,556.99
ORD002645,2024-03-05 05:12:47,Bengaluru,DS_11,CUST4248,Dairy & Breakfast,8,914.95,172.57,742.38,24,14,0,0,0,Card,93.26,649.13
ORD002646,2024-01-31 17:24:52,Mumbai,DS_07,CUST1665,Dairy & Breakfast,4,277.94,56.13,221.81,12,8,0,0,0,UPI,77.49,144.31
ORD002647,2024-01-16 05:23:38,Bengaluru,DS_04,CUST3548,Beverages,7,272.08,41.56,230.51,16,12,0,1,0,COD,73.67,156.85
ORD002648,2024-01-14 10:35:16,Bengaluru,DS_07,CUST2310,Personal Care,6,495.2,86.47,408.73,10,6,0,0,0,Wallet,75.88,332.85
ORD002649,2024-01-29 16:32:07,Bengaluru,DS_03,CUST1111,Fruits & Vegetables,10,513.18,72.95,440.23,20,14,0,0,0,Card,81.72,358.51
ORD002650,2024-01-11 20:45:13,Delhi NCR,DS_08,CUST1057,Household,4,1350.37,51.66,1298.71,18,30,1,0,0,Card,101.59,1197.13
ORD002651,2024-01-17 12:16:18,Bengaluru,DS_04,CUST1720,Fruits & Vegetables,7,173.24,6.96,166.28,25,24,1,0,0,UPI,103.99,62.29
ORD002652,2024-03-11 04:57:27,Hyderabad,DS_03,CUST2766,Fruits & Vegetables,8,123.23,23.99,99.25,27,37,1,0,0,UPI,112.64,-13.4
ORD002653,2024-01-06 09:58:18,Delhi NCR,DS_10,CUST3503,Fruits & Vegetables,7,470.59,64.72,405.86,8,10,0,0,0,Wallet,75.26,330.6
ORD002654,2024-02-17 11:41:23,Mumbai,DS_03,CUST3449,Household,6,310.47,26.95,283.52,20,18,0,0,0,UPI,91.84,191.67
ORD002655,2024-02-28 02:03:16,Delhi NCR,DS_12,CUST4370,Fruits & Vegetables,6,98.37,0.82,97.56,19,19,0,0,0,Wallet,99.85,-2.29
ORD002656,2024-03-31 19:09:02,Hyderabad,DS_01,CUST2623,Snacks & Munchies,1,315.04,26.64,288.4,16,21,1,0,0,COD,82.7,205.7
ORD002657,2024-02-26 09:59:30,Bengaluru,DS_03,CUST2739,Dairy & Breakfast,8,404.47,42.76,361.71,19,29,1,0,0,Wallet,91.38,270.33
ORD002658,2024-02-18 11:57:50,Mumbai,DS_01,CUST3932,Dairy & Breakfast,5,594.9,60.39,534.51,15,11,0,1,0,UPI,87.01,447.5
ORD002659,2024-03-15 01:58:42,Delhi NCR,DS_05,CUST2087,Beverages,2,904.87,182.43,722.44,18,21,1,0,0,UPI,106.73,615.71
ORD002660,2024-03-26 07:51:59,Mumbai,DS_06,CUST2129,Dairy & Breakfast,4,1038.15,162.82,875.33,20,18,0,0,0,COD,87.31,788.02
ORD002661,2024-02-28 02:07:31,Delhi NCR,DS_02,CUST2774,Snacks & Munchies,5,278.38,19.63,258.76,26,29,1,0,0,UPI,93.07,165.69
ORD002662,2024-02-03 19:18:45,Mumbai,DS_02,CUST1501,Fruits & Vegetables,8,575.11,109.7,465.41,20,24,1,1,0,Wallet,95.68,369.73
ORD002663,2024-02-11 02:17:45,Delhi NCR,DS_11,CUST4479,Fruits & Vegetables,3,277.26,53.82,223.44,18,21,1,0,0,Card,98.95,124.49
ORD002664,2024-03-28 08:50:58,Delhi NCR,DS_03,CUST1068,Beverages,9,633.76,86.45,547.31,13,20,0,0,0,Wallet,100.92,446.39
ORD002665,2024-03-19 23:55:40,Mumbai,DS_02,CUST2370,Household,6,161.67,0.0,161.67,14,15,0,0,0,UPI,87.86,73.82
ORD002666,2024-01-05 16:12:46,Bengaluru,DS_11,CUST2735,Snacks & Munchies,7,546.76,17.95,528.81,26,26,1,0,0,UPI,105.13,423.68
ORD002667,2024-03-14 19:57:06,Mumbai,DS_03,CUST2984,Snacks & Munchies,5,367.73,51.18,316.55,18,23,1,0,0,UPI,95.54,221.01
ORD002668,2024-02-09 17:34:11,Delhi NCR,DS_08,CUST2739,Fruits & Vegetables,7,556.52,44.08,512.44,20,25,1,0,0,UPI,100.84,411.6
ORD002669,2024-03-10 02:14:36,Delhi NCR,DS_04,CUST3883,Dairy & Breakfast,3,267.63,30.06,237.57,16,21,1,0,0,UPI,80.13,157.45
ORD002670,2024-01-19 21:37:12,Mumbai,DS_01,CUST1462,Snacks & Munchies,5,535.14,46.05,489.09,16,15,0,0,0,UPI,100.95,388.14
ORD002671,2024-03-17 01:35:22,Bengaluru,DS_05,CUST1333,Beverages,1,651.64,69.87,581.78,15,19,0,0,0,UPI,85.73,496.05
ORD002672,2024-03-05 23:15:58,Bengaluru,DS_03,CUST1707,Beverages,7,446.13,71.51,374.62,14,13,0,0,0,COD,78.4,296.22
ORD002673,2024-01-14 18:13:10,Mumbai,DS_05,CUST3400,Dairy & Breakfast,3,235.5,25.91,209.59,21,23,1,0,0,UPI,103.78,105.81
ORD002674,2024-03-14 16:19:44,Bengaluru,DS_02,CUST3208,Personal Care,8,100.53,21.52,79.01,16,17,0,0,0,Card,85.06,-6.05
ORD002675,2024-01-22 15:58:32,Delhi NCR,DS_02,CUST3039,Dairy & Breakfast,6,1075.97,134.51,0,22,23,1,0,1,UPI,8.59,-8.59
ORD002676,2024-02-03 17:33:23,Mumbai,DS_05,CUST2654,Fruits & Vegetables,5,494.61,9.21,485.4,23,21,1,0,0,UPI,80.67,404.73
ORD002677,2024-02-13 20:29:55,Delhi NCR,DS_03,CUST1476,Beverages,9,222.84,18.31,204.53,14,18,0,0,0,UPI,81.26,123.27
ORD002678,2024-03-11 06:27:24,Mumbai,DS_10,CUST1338,Personal Care,4,344.09,53.64,290.45,19,15,0,0,0,Card,84.57,205.88
ORD002679,2024-02-19 09:26:12,Mumbai,DS_05,CUST1514,Beverages,5,1724.11,289.17,1434.93,11,8,0,0,0,UPI,80.39,1354.54
ORD002680,2024-02-05 00:32:19,Bengaluru,DS_02,CUST4269,Dairy & Breakfast,5,403.2,0.0,403.2,11,7,0,0,0,UPI,84.45,318.75
ORD002681,2024-01-31 18:50:08,Hyderabad,DS_05,CUST1635,Fruits & Vegetables,6,199.92,9.18,190.74,16,23,1,1,0,Wallet,95.63,95.12
ORD002682,2024-01-10 12:09:53,Hyderabad,DS_12,CUST1499,Household,6,266.56,1.88,264.68,10,6,0,0,0,UPI,93.57,171.1
ORD002683,2024-01-15 17:16:43,Hyderabad,DS_08,CUST1598,Fruits & Vegetables,11,222.16,25.67,196.49,20,22,1,0,0,UPI,85.42,111.07
ORD002684,2024-01-07 16:24:24,Mumbai,DS_08,CUST2867,Fruits & Vegetables,6,574.16,73.76,500.41,16,20,0,0,0,Wallet,75.32,425.09
ORD002685,2024-01-16 11:11:41,Delhi NCR,DS_06,CUST1409,Beverages,8,350.45,37.34,313.1,26,22,1,0,0,Card,96.44,216.66
ORD002686,2024-02-03 15:47:20,Bengaluru,DS_12,CUST3294,Dairy & Breakfast,7,825.76,76.8,748.96,12,16,0,0,0,UPI,83.99,664.97
ORD002687,2024-03-03 09:11:38,Bengaluru,DS_01,CUST4394,Household,5,249.74,0.0,249.74,18,24,1,0,0,Card,92.11,157.63
ORD002688,2024-01-21 22:38:28,Mumbai,DS_02,CUST2540,Fruits & Vegetables,5,238.6,32.86,205.74,9,11,0,1,0,UPI,66.96,138.78
ORD002689,2024-03-03 21:48:54,Hyderabad,DS_03,CUST2498,Snacks & Munchies,4,269.13,12.52,256.62,23,29,1,0,0,COD,77.95,178.67
ORD002690,2024-02-27 02:15:32,Bengaluru,DS_10,CUST2474,Fruits & Vegetables,6,418.71,62.72,356.0,18,13,0,0,0,UPI,77.46,278.54
ORD002691,2024-02-07 06:33:15,Hyderabad,DS_02,CUST3190,Fruits & Vegetables,6,543.41,73.65,469.75,17,21,1,0,0,UPI,84.64,385.11
ORD002692,2024-01-29 19:29:49,Mumbai,DS_08,CUST2278,Dairy & Breakfast,6,447.36,93.52,0,27,24,1,0,1,COD,8.67,-8.67
ORD002693,2024-02-16 02:19:58,Bengaluru,DS_03,CUST1438,Fruits & Vegetables,7,299.46,68.52,230.94,22,22,1,0,0,COD,91.84,139.1
ORD002694,2024-02-22 00:51:51,Bengaluru,DS_07,CUST1626,Dairy & Breakfast,8,218.89,24.62,194.27,24,23,1,0,0,UPI,110.7,83.57
ORD002695,2024-01-04 14:21:00,Mumbai,DS_12,CUST3754,Dairy & Breakfast,5,381.56,35.6,345.96,30,24,1,0,0,UPI,103.71,242.25
ORD002696,2024-03-19 19:30:10,Bengaluru,DS_03,CUST2047,Snacks & Munchies,5,149.38,25.94,123.44,23,21,1,0,0,UPI,73.09,50.35
ORD002697,2024-02-07 06:43:35,Bengaluru,DS_03,CUST3834,Fruits & Vegetables,9,401.2,26.54,374.65,20,17,0,0,0,Card,98.98,275.68
ORD002698,2024-02-11 10:27:14,Bengaluru,DS_09,CUST3549,Snacks & Munchies,4,292.8,52.96,239.84,15,20,0,1,0,Wallet,100.43,139.41
ORD002699,2024-01-07 17:00:09,Delhi NCR,DS_05,CUST1019,Fruits & Vegetables,6,355.18,46.91,308.27,26,29,1,0,0,UPI,106.98,201.29
ORD002700,2024-03-12 23:25:21,Hyderabad,DS_11,CUST1919,Snacks & Munchies,1,293.07,45.54,247.54,15,15,0,1,0,UPI,98.29,149.24
ORD002701,2024-03-02 12:30:22,Hyderabad,DS_12,CUST4148,Personal Care,1,534.5,32.34,502.17,13,13,0,0,0,UPI,90.67,411.49
ORD002702,2024-02-21 11:26:55,Delhi NCR,DS_03,CUST4125,Dairy & Breakfast,4,225.44,32.97,192.47,21,18,0,1,0,UPI,87.92,104.55
ORD002703,2024-02-19 16:04:31,Delhi NCR,DS_04,CUST3782,Household,4,176.99,10.83,166.16,16,11,0,0,0,UPI,95.0,71.16
ORD002704,2024-01-28 12:22:40,Delhi NCR,DS_10,CUST3624,Dairy & Breakfast,5,403.82,18.09,385.73,14,16,0,0,0,UPI,82.99,302.74
ORD002705,2024-03-18 19:52:47,Bengaluru,DS_02,CUST3546,Household,3,828.24,89.44,0,22,27,1,0,1,UPI,9.7,-9.7
ORD002706,2024-02-24 19:07:21,Delhi NCR,DS_12,CUST3147,Household,9,1001.17,138.76,862.4,22,17,0,0,0,UPI,105.84,756.57
ORD002707,2024-01-07 21:04:56,Mumbai,DS_11,CUST1432,Household,6,1005.2,0.0,1005.2,19,19,0,0,0,COD,74.87,930.33
ORD002708,2024-03-18 03:40:46,Bengaluru,DS_01,CUST3434,Beverages,6,206.7,29.98,176.72,20,22,1,0,0,UPI,85.22,91.49
ORD002709,2024-02-19 20:51:14,Mumbai,DS_01,CUST1410,Fruits & Vegetables,4,260.54,6.89,0,25,21,1,0,1,UPI,10.19,-10.19
ORD002710,2024-01-14 15:18:48,Hyderabad,DS_02,CUST4006,Dairy & Breakfast,5,198.13,9.23,188.9,23,23,1,0,0,UPI,111.06,77.84
ORD002711,2024-01-27 01:54:14,Bengaluru,DS_07,CUST1939,Personal Care,3,750.25,110.59,639.66,8,6,0,1,0,Card,90.92,548.74
ORD002712,2024-03-13 04:54:38,Bengaluru,DS_03,CUST4328,Dairy & Breakfast,3,213.41,40.59,172.82,26,20,0,0,0,COD,95.22,77.61
ORD002713,2024-03-17 09:07:42,Hyderabad,DS_05,CUST3607,Snacks & Munchies,7,948.87,43.16,905.71,28,33,1,0,0,UPI,87.99,817.72
ORD002714,2024-02-15 07:16:07,Bengaluru,DS_02,CUST3827,Fruits & Vegetables,7,202.85,22.67,180.19,19,22,1,0,0,COD,107.73,72.46
ORD002715,2024-01-13 15:31:26,Bengaluru,DS_01,CUST1179,Household,6,497.82,85.49,412.33,10,7,0,0,0,Wallet,79.37,332.96
ORD002716,2024-02-29 10:23:16,Hyderabad,DS_05,CUST4458,Beverages,4,419.29,38.52,380.77,9,14,0,0,0,UPI,60.64,320.13
ORD002717,2024-03-02 21:20:05,Bengaluru,DS_05,CUST2667,Dairy & Breakfast,2,110.2,0.0,110.2,22,29,1,0,0,UPI,96.23,13.97
ORD002718,2024-01-12 11:02:54,Hyderabad,DS_03,CUST4300,Snacks & Munchies,5,281.73,27.71,254.03,20,28,1,0,0,UPI,118.23,135.8
ORD002719,2024-02-01 02:37:00,Delhi NCR,DS_04,CUST3988,Fruits & Vegetables,6,290.2,28.65,261.55,15,18,0,0,0,UPI,79.87,181.68
ORD002720,2024-03-03 10:45:56,Bengaluru,DS_06,CUST3962,Dairy & Breakfast,4,170.99,26.56,144.43,21,21,1,0,0,UPI,95.86,48.56
ORD002721,2024-02-10 12:13:38,Delhi NCR,DS_11,CUST1021,Household,5,489.23,92.15,397.08,23,24,1,0,0,Wallet,83.23,313.85
ORD002722,2024-03-22 16:18:51,Hyderabad,DS_02,CUST1323,Dairy & Breakfast,7,706.35,104.88,601.48,16,16,0,0,0,COD,81.53,519.95
ORD002723,2024-01-11 11:33:14,Bengaluru,DS_02,CUST2541,Fruits & Vegetables,6,618.34,82.43,535.91,21,24,1,0,0,Card,91.76,444.15
ORD002724,2024-03-26 11:40:56,Bengaluru,DS_04,CUST1061,Fruits & Vegetables,3,1243.93,68.67,1175.26,26,23,1,1,0,UPI,93.18,1082.08
